,f1-score,precision,recall,support
te05-1685,0.7058823529411765,0.75,0.6666666666666666,18.0
te05-1697,0.888888888888889,1.0,0.8,25.0
te05-1701,1.0,1.0,1.0,20.0
te05-1703,0.7777777777777777,0.7241379310344828,0.84,25.0
te05-1724,0.4444444444444444,0.38461538461538464,0.5263157894736842,19.0
te05-1827,0.5357142857142857,0.5555555555555556,0.5172413793103449,29.0
te05-1828,0.7368421052631579,0.875,0.6363636363636364,22.0
te05-1830,0.8936170212765958,0.84,0.9545454545454546,22.0
te06-0001,0.65,0.7647058823529411,0.5652173913043478,23.0
te06-0002,0.2926829268292683,0.2727272727272727,0.3157894736842105,19.0
te06-0016,0.888888888888889,0.8,1.0,28.0
te06-0021,0.7391304347826088,0.6538461538461539,0.85,20.0
te06-0031,0.8333333333333333,0.8,0.8695652173913043,23.0
te06-0032,0.8936170212765957,0.9130434782608695,0.875,24.0
te06-0033,0.6666666666666665,0.8571428571428571,0.5454545454545454,22.0
te06-0034,0.8095238095238095,0.8947368421052632,0.7391304347826086,23.0
te06-0038,0.5833333333333334,0.7368421052631579,0.4827586206896552,29.0
te06-0040,0.7037037037037037,0.7037037037037037,0.7037037037037037,27.0
te06-0045,0.7727272727272727,0.8095238095238095,0.7391304347826086,23.0
te06-0047,0.92,0.92,0.92,25.0
te06-0067,0.6190476190476191,0.5652173913043478,0.6842105263157895,19.0
te06-0071,0.6382978723404256,0.5172413793103449,0.8333333333333334,18.0
te06-0072,0.4615384615384615,0.6,0.375,24.0
te06-0088,0.5806451612903226,0.5294117647058824,0.6428571428571429,14.0
te06-0105,0.5945945945945946,0.5238095238095238,0.6875,16.0
te06-0110,0.8727272727272727,0.8275862068965517,0.9230769230769231,26.0
te06-0123,0.4313725490196078,0.39285714285714285,0.4782608695652174,23.0
te06-0131,0.8679245283018867,0.8214285714285714,0.92,25.0
te06-0143,0.4615384615384615,0.6,0.375,24.0
te06-0149,0.7111111111111111,0.7619047619047619,0.6666666666666666,24.0
te06-0162,0.8636363636363635,0.7916666666666666,0.95,20.0
te06-0179,0.8947368421052632,0.8947368421052632,0.8947368421052632,19.0
te06-0208,0.7755102040816326,0.9047619047619048,0.6785714285714286,28.0
te06-0209,0.5762711864406779,0.6071428571428571,0.5483870967741935,31.0
te06-0235,0.912280701754386,0.8666666666666667,0.9629629629629629,27.0
te06-0237,0.7500000000000001,0.8181818181818182,0.6923076923076923,26.0
te06-0248,0.7826086956521738,0.9,0.6923076923076923,26.0
te06-0252,0.6557377049180327,0.5714285714285714,0.7692307692307693,26.0
te06-0260,0.7111111111111111,0.7619047619047619,0.6666666666666666,24.0
te06-0266,0.4878048780487806,0.8333333333333334,0.3448275862068966,29.0
te06-0273,0.7317073170731706,0.75,0.7142857142857143,21.0
te06-0287,0.9795918367346939,0.96,1.0,24.0
te06-0293,0.4571428571428572,0.5333333333333333,0.4,20.0
te06-0305,0.9166666666666666,0.8461538461538461,1.0,22.0
te06-0321,0.6956521739130435,0.6956521739130435,0.6956521739130435,23.0
te06-0338,0.7777777777777778,0.6363636363636364,1.0,14.0
te06-0342,0.5,0.5333333333333333,0.47058823529411764,17.0
te06-0357,0.8260869565217391,0.7037037037037037,1.0,19.0
te06-0367,0.6857142857142857,0.75,0.631578947368421,19.0
te06-0395,0.7213114754098361,0.5641025641025641,1.0,22.0
te06-0396,0.8750000000000001,0.7777777777777778,1.0,21.0
te06-0412,0.8780487804878048,0.8571428571428571,0.9,20.0
te06-0413,0.8571428571428572,0.7777777777777778,0.9545454545454546,22.0
te06-0428,0.4848484848484849,0.7272727272727273,0.36363636363636365,22.0
te06-0442,0.4117647058823529,0.7777777777777778,0.28,25.0
te06-0445,0.9,0.8181818181818182,1.0,18.0
te06-0455,0.6285714285714287,0.6470588235294118,0.6111111111111112,18.0
te06-0457,0.888888888888889,0.8571428571428571,0.9230769230769231,26.0
te06-0461,0.6829268292682927,0.7777777777777778,0.6086956521739131,23.0
te06-0482,0.2173913043478261,0.4166666666666667,0.14705882352941177,34.0
te06-0484,0.7999999999999999,0.75,0.8571428571428571,21.0
te06-0493,0.5333333333333333,0.8888888888888888,0.38095238095238093,21.0
te06-0518,0.8181818181818181,0.72,0.9473684210526315,19.0
te06-0519,0.8333333333333333,0.8,0.8695652173913043,23.0
te06-0540,0.7901234567901235,0.6808510638297872,0.9411764705882353,34.0
te06-0543,0.6792452830188678,0.8571428571428571,0.5625,32.0
te06-0546,0.6909090909090909,0.6129032258064516,0.7916666666666666,24.0
te06-0581,0.8500000000000001,0.8095238095238095,0.8947368421052632,19.0
te06-0585,0.33333333333333326,0.3,0.375,16.0
te06-0597,0.7213114754098361,0.6875,0.7586206896551724,29.0
te06-0613,0.9166666666666666,0.8461538461538461,1.0,22.0
te06-0614,0.8387096774193549,0.8125,0.8666666666666667,30.0
te06-0623,0.8253968253968255,0.7027027027027027,1.0,26.0
te06-0629,0.5294117647058824,0.6428571428571429,0.45,20.0
te06-0635,0.9199999999999999,0.8846153846153846,0.9583333333333334,24.0
te06-0641,0.8474576271186439,0.8064516129032258,0.8928571428571429,28.0
te06-0642,0.7027027027027027,0.6842105263157895,0.7222222222222222,18.0
te06-0645,0.9180327868852459,0.9032258064516129,0.9333333333333333,30.0
te06-0666,0.7317073170731708,0.8333333333333334,0.6521739130434783,23.0
te06-0667,0.41379310344827586,0.5,0.35294117647058826,17.0
te06-0669,0.36363636363636365,0.6,0.2608695652173913,23.0
te06-0681,0.5818181818181818,0.45714285714285713,0.8,20.0
te06-0692,0.7796610169491526,0.6764705882352942,0.92,25.0
te06-0695,0.7659574468085107,0.8181818181818182,0.72,25.0
te06-0699,0.9374999999999999,0.9090909090909091,0.967741935483871,31.0
te06-0713,0.8205128205128205,0.8,0.8421052631578947,19.0
te06-0717,0.9361702127659574,0.9565217391304348,0.9166666666666666,24.0
te06-0731,0.7906976744186046,0.7391304347826086,0.85,20.0
te06-0744,0.8928571428571428,0.8064516129032258,1.0,25.0
te06-0748,0.8363636363636363,0.92,0.7666666666666667,30.0
te06-0766,0.5490196078431373,0.56,0.5384615384615384,26.0
te06-0770,0.7916666666666666,0.7916666666666666,0.7916666666666666,24.0
te06-0793,0.717948717948718,0.7777777777777778,0.6666666666666666,21.0
te06-0796,0.9600000000000001,0.9230769230769231,1.0,24.0
te06-0813,0.34146341463414637,0.5833333333333334,0.2413793103448276,29.0
te06-0816,0.6666666666666666,0.7619047619047619,0.5925925925925926,27.0
te06-0828,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
te06-0840,0.6666666666666667,0.7647058823529411,0.5909090909090909,22.0
te06-0848,0.7317073170731706,0.7142857142857143,0.75,20.0
te06-0849,0.7868852459016394,0.7272727272727273,0.8571428571428571,28.0
te06-0857,0.631578947368421,0.6666666666666666,0.6,30.0
te06-0867,0.5853658536585366,0.6666666666666666,0.5217391304347826,23.0
te06-0872,0.32558139534883723,0.3888888888888889,0.28,25.0
te06-0873,0.7346938775510203,0.8181818181818182,0.6666666666666666,27.0
te06-0874,0.8163265306122449,0.8695652173913043,0.7692307692307693,26.0
te06-0886,0.9374999999999999,0.9090909090909091,0.967741935483871,31.0
te06-0887,0.7058823529411765,0.72,0.6923076923076923,26.0
te06-0896,0.6249999999999999,0.6818181818181818,0.5769230769230769,26.0
te06-1008,0.7692307692307692,0.75,0.7894736842105263,19.0
te06-1110,0.8524590163934426,0.7878787878787878,0.9285714285714286,28.0
te06-1118,1.0,1.0,1.0,26.0
te06-1130,0.8181818181818182,0.75,0.9,20.0
te06-1177,0.782608695652174,0.782608695652174,0.782608695652174,23.0
te07-0004,0.8837209302325583,0.8260869565217391,0.95,20.0
te07-0006,0.75,0.7241379310344828,0.7777777777777778,27.0
te07-0007,0.7450980392156864,0.6785714285714286,0.8260869565217391,23.0
te07-0009,0.7692307692307692,0.7575757575757576,0.78125,32.0
te07-0014,0.7843137254901961,0.8333333333333334,0.7407407407407407,27.0
te07-0020,0.7692307692307692,0.7894736842105263,0.75,20.0
te07-0051,0.6521739130434783,0.5357142857142857,0.8333333333333334,18.0
te07-0052,0.6666666666666666,0.5517241379310345,0.8421052631578947,19.0
te07-0057,0.42424242424242425,0.7777777777777778,0.2916666666666667,24.0
te07-0060,0.43478260869565216,0.4166666666666667,0.45454545454545453,22.0
te07-0062,0.8076923076923077,0.7777777777777778,0.84,25.0
te07-0063,0.8813559322033898,0.9629629629629629,0.8125,32.0
te07-0070,0.5238095238095238,0.4782608695652174,0.5789473684210527,19.0
te07-0096,0.8421052631578947,0.9230769230769231,0.7741935483870968,31.0
te07-0117,0.1951219512195122,0.4,0.12903225806451613,31.0
te07-0122,0.7741935483870969,0.8,0.75,16.0
te07-0128,0.7428571428571429,0.6341463414634146,0.896551724137931,29.0
te07-0146,0.8771929824561403,0.8333333333333334,0.9259259259259259,27.0
te07-0149,0.7333333333333334,0.6470588235294118,0.8461538461538461,26.0
te07-0158,0.9,0.8709677419354839,0.9310344827586207,29.0
te07-0172,0.7272727272727272,0.8421052631578947,0.64,25.0
te07-0175,0.3870967741935483,0.8571428571428571,0.25,24.0
te07-0177,0.8421052631578947,0.9411764705882353,0.7619047619047619,21.0
te07-0185,0.5238095238095238,0.5789473684210527,0.4782608695652174,23.0
te07-0218,0.9166666666666666,0.9565217391304348,0.88,25.0
te07-0220,0.8,0.8181818181818182,0.782608695652174,23.0
te07-0226,0.888888888888889,0.8484848484848485,0.9333333333333333,30.0
te07-0233,0.8717948717948718,0.85,0.8947368421052632,19.0
te07-0234,0.48484848484848486,1.0,0.32,25.0
te07-0252,0.6470588235294117,0.7857142857142857,0.55,20.0
te07-0270,0.631578947368421,0.6666666666666666,0.6,20.0
te07-0271,0.6511627906976744,0.6666666666666666,0.6363636363636364,22.0
te07-0287,0.35000000000000003,0.5833333333333334,0.25,28.0
te07-0289,0.7936507936507936,0.78125,0.8064516129032258,31.0
te07-0311,0.7118644067796609,0.6363636363636364,0.8076923076923077,26.0
te07-0316,0.3448275862068966,0.8333333333333334,0.21739130434782608,23.0
te07-0328,0.6122448979591836,0.6,0.625,24.0
te07-0331,0.8571428571428571,0.75,1.0,21.0
te07-0348,0.5142857142857143,0.6428571428571429,0.42857142857142855,21.0
te07-0356,0.8636363636363636,0.8260869565217391,0.9047619047619048,21.0
te07-0361,0.7499999999999999,0.6818181818181818,0.8333333333333334,18.0
te07-0365,0.96,0.96,0.96,25.0
te07-0378,0.851063829787234,0.8333333333333334,0.8695652173913043,23.0
te07-0405,0.9333333333333332,0.9130434782608695,0.9545454545454546,22.0
te07-0417,0.5555555555555556,0.5,0.625,24.0
te07-0433,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
te07-0447,0.5238095238095238,0.7333333333333333,0.4074074074074074,27.0
te07-0476,0.53125,0.3953488372093023,0.8095238095238095,21.0
te07-0480,0.14814814814814814,0.25,0.10526315789473684,19.0
te07-0493,0.5777777777777778,0.5909090909090909,0.5652173913043478,23.0
te07-0495,0.7169811320754716,0.8260869565217391,0.6333333333333333,30.0
te07-0496,0.35,0.35,0.35,20.0
te07-0510,0.6363636363636365,0.6666666666666666,0.6086956521739131,23.0
te07-0515,0.6571428571428571,0.575,0.7666666666666667,30.0
te07-0518,0.9268292682926829,1.0,0.8636363636363636,22.0
te07-0547,0.65,0.65,0.65,20.0
te07-0550,0.5652173913043478,0.5416666666666666,0.5909090909090909,22.0
te07-0552,0.7659574468085107,0.75,0.782608695652174,23.0
te07-0556,0.8947368421052632,0.9444444444444444,0.85,20.0
te07-0573,0.7037037037037037,0.76,0.6551724137931034,29.0
te07-0597,0.90625,0.8787878787878788,0.9354838709677419,31.0
te07-0613,0.27027027027027023,0.3333333333333333,0.22727272727272727,22.0
te07-0617,0.8148148148148149,0.7096774193548387,0.9565217391304348,23.0
te07-0644,0.6530612244897959,0.7272727272727273,0.5925925925925926,27.0
te07-0671,0.6111111111111112,0.6111111111111112,0.6111111111111112,18.0
te07-0674,0.88,0.7857142857142857,1.0,22.0
te07-0677,0.4117647058823529,0.7,0.2916666666666667,24.0
te07-0682,0.5833333333333334,0.4827586206896552,0.7368421052631579,19.0
te07-0683,0.8169014084507041,0.725,0.9354838709677419,31.0
te07-0692,0.44000000000000006,0.3235294117647059,0.6875,16.0
te07-0693,0.5777777777777778,0.6842105263157895,0.5,26.0
te07-0694,0.742857142857143,0.8125,0.6842105263157895,19.0
te07-0699,0.8620689655172414,0.8064516129032258,0.9259259259259259,27.0
te07-0704,0.7027027027027026,0.8125,0.6190476190476191,21.0
te07-0706,0.8421052631578947,0.8275862068965517,0.8571428571428571,28.0
te07-0715,0.6938775510204083,0.7727272727272727,0.6296296296296297,27.0
te07-0740,0.8695652173913043,0.9090909090909091,0.8333333333333334,24.0
te07-0742,0.6037735849056605,0.8,0.48484848484848486,33.0
te07-0746,0.8837209302325582,0.9047619047619048,0.8636363636363636,22.0
te07-0749,0.8500000000000001,0.8947368421052632,0.8095238095238095,21.0
te07-0754,0.7027027027027026,0.6190476190476191,0.8125,16.0
te07-0778,1.0,1.0,1.0,27.0
te07-0779,0.6808510638297872,0.8888888888888888,0.5517241379310345,29.0
te07-0785,0.8181818181818181,0.72,0.9473684210526315,19.0
te07-0797,0.909090909090909,0.8695652173913043,0.9523809523809523,21.0
te07-0799,0.6046511627906977,0.5909090909090909,0.6190476190476191,21.0
te07-0813,0.39999999999999997,0.36363636363636365,0.4444444444444444,18.0
te07-0816,0.8378378378378377,0.8157894736842105,0.8611111111111112,36.0
te07-0831,0.5,0.7333333333333333,0.3793103448275862,29.0
te07-0838,0.9142857142857143,0.8421052631578947,1.0,16.0
te07-0839,0.6956521739130435,0.6956521739130435,0.6956521739130435,23.0
te07-0840,0.8936170212765957,0.9130434782608695,0.875,24.0
te07-0844,0.6153846153846153,0.5333333333333333,0.7272727272727273,22.0
te07-0851,0.7234042553191491,0.68,0.7727272727272727,22.0
te07-0898,0.8000000000000002,0.8,0.8,20.0
te07-0903,0.7692307692307693,0.7692307692307693,0.7692307692307693,26.0
te07-0917,0.7647058823529411,0.8125,0.7222222222222222,18.0
te07-0965,0.6666666666666666,0.7894736842105263,0.5769230769230769,26.0
te08-0019,0.6909090909090909,0.5277777777777778,1.0,19.0
te08-0100,0.6153846153846153,0.5925925925925926,0.64,25.0
te08-0102,0.7575757575757577,0.6410256410256411,0.9259259259259259,27.0
te08-0163,0.6451612903225806,0.5263157894736842,0.8333333333333334,24.0
te08-0207,0.6842105263157895,0.8666666666666667,0.5652173913043478,23.0
te08-0210,0.8627450980392156,0.8148148148148148,0.9166666666666666,24.0
te08-0215,0.45,0.5294117647058824,0.391304347826087,23.0
te08-0223,0.6829268292682927,0.7777777777777778,0.6086956521739131,23.0
te08-0225,0.6181818181818183,0.5666666666666667,0.68,25.0
te08-0258,0.6938775510204083,0.68,0.7083333333333334,24.0
te08-0262,0.7999999999999999,0.7407407407407407,0.8695652173913043,23.0
te08-0278,0.8285714285714286,0.8285714285714286,0.8285714285714286,35.0
te08-0281,0.6896551724137931,0.5882352941176471,0.8333333333333334,24.0
te08-0317,0.8679245283018869,0.7666666666666667,1.0,23.0
te08-0320,0.6222222222222222,0.7,0.56,25.0
te08-0321,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
te08-0325,0.6428571428571429,0.9,0.5,18.0
te08-0352,0.8,0.7894736842105263,0.8108108108108109,37.0
te09-0001,0.9152542372881356,0.9,0.9310344827586207,29.0
te09-0003,0.676923076923077,0.55,0.88,25.0
te09-0032,0.6938775510204083,0.5666666666666667,0.8947368421052632,19.0
te09-0035,0.8484848484848484,1.0,0.7368421052631579,19.0
te09-0046,0.25,0.42857142857142855,0.17647058823529413,17.0
te09-0084,0.8571428571428571,0.75,1.0,24.0
te09-0094,0.7333333333333334,0.6470588235294118,0.8461538461538461,26.0
te09-0117,0.9130434782608695,0.875,0.9545454545454546,22.0
te09-0118,0.7391304347826088,0.7083333333333334,0.7727272727272727,22.0
te09-0121,0.9523809523809523,0.9090909090909091,1.0,20.0
te09-0123,0.9655172413793104,0.9333333333333333,1.0,28.0
te09-0133,0.8636363636363636,0.8260869565217391,0.9047619047619048,21.0
te09-0137,0.4666666666666667,0.6363636363636364,0.3684210526315789,19.0
te09-0145,0.8275862068965517,0.7058823529411765,1.0,24.0
te09-0149,0.8846153846153847,0.8214285714285714,0.9583333333333334,24.0
te09-0151,0.9629629629629629,0.9629629629629629,0.9629629629629629,27.0
te09-0156,0.4782608695652174,0.44,0.5238095238095238,21.0
te09-0167,0.8846153846153846,0.7931034482758621,1.0,23.0
te09-0171,0.7575757575757576,0.7142857142857143,0.8064516129032258,31.0
te09-0174,0.9,0.9310344827586207,0.8709677419354839,31.0
te09-0193,0.5161290322580646,0.5714285714285714,0.47058823529411764,17.0
te09-0222,0.5490196078431373,0.6363636363636364,0.4827586206896552,29.0
te09-0228,0.5777777777777778,0.52,0.65,20.0
te09-0231,0.7666666666666666,0.8846153846153846,0.6764705882352942,34.0
te09-0248,0.4255319148936171,0.4,0.45454545454545453,22.0
te09-0272,0.9387755102040816,0.8846153846153846,1.0,23.0
te09-0277,0.5862068965517241,0.5666666666666667,0.6071428571428571,28.0
te09-0285,0.9444444444444444,0.8947368421052632,1.0,17.0
te09-0289,0.6666666666666666,0.68,0.6538461538461539,26.0
te09-0300,0.6976744186046512,0.6521739130434783,0.75,20.0
te09-0301,0.711864406779661,0.7777777777777778,0.65625,32.0
te09-0310,0.9714285714285714,0.9444444444444444,1.0,17.0
te09-0312,0.7307692307692307,0.8636363636363636,0.6333333333333333,30.0
te09-0315,0.9295774647887324,0.868421052631579,1.0,33.0
te09-0343,0.9056603773584906,0.8888888888888888,0.9230769230769231,26.0
te09-0380,0.9491525423728815,0.9333333333333333,0.9655172413793104,29.0
te09-0386,0.4186046511627908,0.75,0.2903225806451613,31.0
te09-0391,0.8372093023255814,0.9,0.782608695652174,23.0
te09-0407,0.48888888888888893,0.44,0.55,20.0
te09-0415,0.8627450980392156,0.9565217391304348,0.7857142857142857,28.0
te09-0429,0.5777777777777777,0.7647058823529411,0.4642857142857143,28.0
te09-0458,0.6666666666666666,0.5405405405405406,0.8695652173913043,23.0
te09-0459,0.6909090909090908,0.5588235294117647,0.9047619047619048,21.0
te09-0468,0.9433962264150944,0.9615384615384616,0.9259259259259259,27.0
te09-0481,0.8615384615384616,0.7567567567567568,1.0,28.0
te09-0502,0.8421052631578948,0.7272727272727273,1.0,16.0
te09-0521,0.8000000000000002,0.8,0.8,25.0
te09-0538,0.6538461538461539,0.68,0.6296296296296297,27.0
te09-0548,0.6666666666666666,0.6538461538461539,0.68,25.0
te09-0549,0.6486486486486486,0.631578947368421,0.6666666666666666,18.0
te09-0550,0.92,0.8518518518518519,1.0,23.0
te09-0554,0.8837209302325582,0.8636363636363636,0.9047619047619048,21.0
te09-0566,0.8163265306122449,0.9523809523809523,0.7142857142857143,28.0
te09-0582,0.6909090909090909,0.6129032258064516,0.7916666666666666,24.0
te09-0585,0.7450980392156863,0.9047619047619048,0.6333333333333333,30.0
te09-0589,0.608695652173913,0.7,0.5384615384615384,26.0
te09-0601,0.6060606060606061,0.5882352941176471,0.625,16.0
te09-0605,0.6551724137931034,0.5588235294117647,0.7916666666666666,24.0
te09-0634,0.2777777777777778,0.5555555555555556,0.18518518518518517,27.0
te09-0645,0.7755102040816326,0.76,0.7916666666666666,24.0
te10-0041,0.5,0.8888888888888888,0.34782608695652173,23.0
te10-0062,0.7169811320754716,0.6333333333333333,0.8260869565217391,23.0
te10-0075,0.5909090909090908,0.65,0.5416666666666666,24.0
te10-0107,0.8666666666666666,0.7647058823529411,1.0,26.0
te10-0143,0.6037735849056604,0.6153846153846154,0.5925925925925926,27.0
te10-0145,0.92,0.92,0.92,25.0
te10-0168,0.8679245283018867,0.7931034482758621,0.9583333333333334,24.0
te10-0180,0.7142857142857143,0.7894736842105263,0.6521739130434783,23.0
te10-0186,0.6666666666666666,0.6818181818181818,0.6521739130434783,23.0
te10-0208,0.3149606299212599,0.20408163265306123,0.6896551724137931,29.0
te10-0230,0.5714285714285714,0.8,0.4444444444444444,27.0
te10-0244,0.5384615384615385,0.3783783783783784,0.9333333333333333,15.0
te10-0262,0.8837209302325583,0.8260869565217391,0.95,20.0
te10-0276,0.761904761904762,0.8421052631578947,0.6956521739130435,23.0
te10-0279,0.9615384615384615,0.9259259259259259,1.0,25.0
te10-0299,0.5671641791044777,0.5277777777777778,0.6129032258064516,31.0
te10-0337,0.7111111111111111,0.64,0.8,20.0
te10-0374,0.3333333333333333,0.45454545454545453,0.2631578947368421,19.0
te10-0397,0.6486486486486486,0.5714285714285714,0.75,16.0
te10-0428,0.6428571428571429,0.6,0.6923076923076923,26.0
te10-0451,0.6818181818181819,0.7142857142857143,0.6521739130434783,23.0
te10-0490,0.9090909090909091,0.9615384615384616,0.8620689655172413,29.0
te10-0503,0.888888888888889,0.8,1.0,20.0
te10-0532,0.32258064516129037,1.0,0.19230769230769232,26.0
te10-0552,0.9142857142857143,0.8888888888888888,0.9411764705882353,17.0
te10-0560,0.9302325581395349,0.8695652173913043,1.0,20.0
te10-0574,0.7037037037037037,0.6551724137931034,0.76,25.0
te10-0605,0.5652173913043479,0.7222222222222222,0.4642857142857143,28.0
te10-0631,0.8333333333333334,0.78125,0.8928571428571429,28.0
te10-0637,0.7346938775510203,0.8181818181818182,0.6666666666666666,27.0
te10-0649,0.8620689655172413,0.7575757575757576,1.0,25.0
te10-0657,0.92,0.92,0.92,25.0
te10-0679,0.7857142857142856,0.9565217391304348,0.6666666666666666,33.0
te10-0684,0.5957446808510639,0.6363636363636364,0.56,25.0
te10-0738,0.896551724137931,0.8387096774193549,0.9629629629629629,27.0
te10-0755,0.6666666666666667,0.7692307692307693,0.5882352941176471,34.0
te10-0759,0.823529411764706,0.7777777777777778,0.875,24.0
te10-0766,0.6666666666666666,0.8,0.5714285714285714,21.0
te10-0774,0.9333333333333332,0.9545454545454546,0.9130434782608695,23.0
te10-0791,0.6774193548387097,0.6363636363636364,0.7241379310344828,29.0
te10-0819,0.5217391304347826,0.6,0.46153846153846156,26.0
te10-0859,0.5454545454545454,1.0,0.375,32.0
te11-0005,0.8292682926829269,0.8095238095238095,0.85,20.0
te11-0014,0.9787234042553191,0.9583333333333334,1.0,23.0
te11-0026,0.7441860465116279,0.7619047619047619,0.7272727272727273,22.0
te11-0045,0.7027027027027026,0.8125,0.6190476190476191,21.0
te11-0047,0.6666666666666666,0.7619047619047619,0.5925925925925926,27.0
te11-0057,0.5714285714285714,0.7777777777777778,0.45161290322580644,31.0
te11-0066,0.25,0.2777777777777778,0.22727272727272727,22.0
te11-0067,0.7234042553191491,0.68,0.7727272727272727,22.0
te11-0075,0.7586206896551724,0.6470588235294118,0.9166666666666666,24.0
te11-0077,0.8421052631578948,0.7272727272727273,1.0,24.0
te11-0093,0.5714285714285715,0.5882352941176471,0.5555555555555556,18.0
te11-0112,0.7812499999999999,0.7575757575757576,0.8064516129032258,31.0
te11-0117,0.6666666666666667,0.8823529411764706,0.5357142857142857,28.0
te11-0131,0.625,0.7692307692307693,0.5263157894736842,19.0
te11-0141,0.608695652173913,0.4827586206896552,0.8235294117647058,17.0
te11-0164,0.5185185185185185,0.45161290322580644,0.6086956521739131,23.0
te11-0167,1.0,1.0,1.0,27.0
te11-0170,0.9655172413793104,0.9333333333333333,1.0,28.0
te11-0173,0.6923076923076923,0.6666666666666666,0.72,25.0
te11-0189,0.46808510638297873,0.6111111111111112,0.3793103448275862,29.0
te11-0196,0.41176470588235287,0.5384615384615384,0.3333333333333333,21.0
te11-0313,0.35555555555555557,0.6153846153846154,0.25,32.0
te11-0321,0.7659574468085107,0.75,0.782608695652174,23.0
te11-0330,0.6666666666666667,0.7692307692307693,0.5882352941176471,17.0
te11-0336,0.8571428571428572,0.8076923076923077,0.9130434782608695,23.0
te11-0340,0.5,0.5416666666666666,0.4642857142857143,28.0
te11-0346,0.7599999999999999,0.9047619047619048,0.6551724137931034,29.0
te11-0348,0.3888888888888889,0.7777777777777778,0.25925925925925924,27.0
te11-0351,0.923076923076923,0.8571428571428571,1.0,30.0
te11-0353,0.8387096774193549,0.8387096774193549,0.8387096774193549,31.0
te11-0360,0.6470588235294118,0.8461538461538461,0.5238095238095238,21.0
te11-0369,0.8846153846153846,0.7931034482758621,1.0,23.0
te11-0374,0.5365853658536585,0.7333333333333333,0.4230769230769231,26.0
te11-0384,0.8461538461538461,0.8461538461538461,0.8461538461538461,26.0
te11-0389,0.7916666666666667,0.7037037037037037,0.9047619047619048,21.0
te11-0390,0.5714285714285714,0.5714285714285714,0.5714285714285714,21.0
te11-0394,0.9056603773584906,0.8888888888888888,0.9230769230769231,26.0
te11-0409,0.9130434782608695,0.9545454545454546,0.875,24.0
te11-0412,0.6153846153846153,0.8888888888888888,0.47058823529411764,34.0
te11-0420,0.5862068965517241,0.6296296296296297,0.5483870967741935,31.0
te11-0425,0.7999999999999999,0.9473684210526315,0.6923076923076923,26.0
te11-0444,0.6909090909090909,0.5757575757575758,0.8636363636363636,22.0
te11-0477,0.7368421052631577,0.7,0.7777777777777778,27.0
te11-0480,0.742857142857143,0.9285714285714286,0.6190476190476191,21.0
te11-0482,0.5405405405405405,0.45454545454545453,0.6666666666666666,15.0
te11-0488,0.5833333333333334,0.5833333333333334,0.5833333333333334,24.0
te11-0489,0.18181818181818185,0.15384615384615385,0.2222222222222222,9.0
te11-0506,0.7761194029850745,0.7647058823529411,0.7878787878787878,33.0
te11-0511,0.43243243243243246,0.6666666666666666,0.32,25.0
te11-0517,0.52,0.6190476190476191,0.4482758620689655,29.0
te11-0526,0.6521739130434783,0.625,0.6818181818181818,22.0
te11-0538,0.6774193548387097,0.6176470588235294,0.75,28.0
te11-0554,0.9411764705882353,0.8888888888888888,1.0,24.0
te11-0557,0.9310344827586207,0.9642857142857143,0.9,30.0
te11-0559,0.7555555555555555,0.6538461538461539,0.8947368421052632,19.0
te11-0583,0.8260869565217391,0.8636363636363636,0.7916666666666666,24.0
te11-0588,0.380952380952381,0.4444444444444444,0.3333333333333333,24.0
te11-0601,0.6046511627906977,0.6190476190476191,0.5909090909090909,22.0
te11-0605,0.9199999999999999,0.8846153846153846,0.9583333333333334,24.0
te11-0618,0.46808510638297873,0.44,0.5,22.0
te11-0624,0.9600000000000001,0.9230769230769231,1.0,12.0
te11-0647,0.8,0.782608695652174,0.8181818181818182,22.0
te11-0651,0.7083333333333334,0.68,0.7391304347826086,23.0
te11-0664,0.6885245901639345,0.6363636363636364,0.75,28.0
te11-0667,0.4000000000000001,0.4,0.4,15.0
te11-0675,0.7307692307692308,0.8260869565217391,0.6551724137931034,29.0
te11-0684,0.4878048780487805,0.5263157894736842,0.45454545454545453,22.0
te11-0695,0.47457627118644063,0.5,0.45161290322580644,31.0
te11-0697,0.5882352941176471,0.45454545454545453,0.8333333333333334,18.0
te11-0702,0.13793103448275862,0.25,0.09523809523809523,21.0
te11-0725,0.5531914893617023,0.52,0.5909090909090909,22.0
te11-0728,0.5517241379310344,0.5333333333333333,0.5714285714285714,28.0
te11-0731,0.5454545454545454,0.5714285714285714,0.5217391304347826,23.0
te11-0738,0.7500000000000001,0.6923076923076923,0.8181818181818182,22.0
te11-0753,0.5238095238095238,0.4782608695652174,0.5789473684210527,19.0
te11-0768,0.9818181818181818,0.9642857142857143,1.0,27.0
te11-0779,0.8571428571428572,0.84,0.875,24.0
te12-0039,0.823529411764706,0.7777777777777778,0.875,24.0
te12-0048,0.9,0.8571428571428571,0.9473684210526315,19.0
te12-0063,0.7200000000000001,0.9,0.6,30.0
te12-0072,0.8615384615384616,0.7567567567567568,1.0,28.0
te12-0087,0.6666666666666667,0.7647058823529411,0.5909090909090909,22.0
te12-0100,0.6,0.9,0.45,20.0
